lamino_0011,lamino_0011.npy
lamino_1470,lamino_1470.npy
lamino_2143,lamino_2143.npy
lamino_0335,lamino_0335.npy
lamino_5509,lamino_5509.npy
lamino_3597,lamino_3597.npy
lamino_2013,lamino_2013.npy
lamino_8306,lamino_8306.npy
lamino_5136,lamino_5136.npy
lamino_2796,lamino_2796.npy
lamino_1018,lamino_1018.npy
lamino_2917,lamino_2917.npy
lamino_8742,lamino_8742.npy
lamino_1698,lamino_1698.npy
lamino_3834,lamino_3834.npy
lamino_8091,lamino_8091.npy
lamino_2891,lamino_2891.npy
lamino_8556,lamino_8556.npy
lamino_4127,lamino_4127.npy
lamino_2892,lamino_2892.npy
lamino_7048,lamino_7048.npy
lamino_8762,lamino_8762.npy
lamino_8858,lamino_8858.npy
lamino_8845,lamino_8845.npy
lamino_0030,lamino_0030.npy
lamino_3267,lamino_3267.npy
lamino_7213,lamino_7213.npy
lamino_7069,lamino_7069.npy
lamino_3133,lamino_3133.npy
lamino_6247,lamino_6247.npy
lamino_7731,lamino_7731.npy
lamino_4993,lamino_4993.npy
lamino_9474,lamino_9474.npy
lamino_9939,lamino_9939.npy
lamino_1170,lamino_1170.npy
lamino_4342,lamino_4342.npy
lamino_3441,lamino_3441.npy
lamino_2939,lamino_2939.npy
lamino_1523,lamino_1523.npy
lamino_5967,lamino_5967.npy
lamino_6084,lamino_6084.npy
lamino_4268,lamino_4268.npy
lamino_4385,lamino_4385.npy
lamino_3514,lamino_3514.npy
lamino_3121,lamino_3121.npy
lamino_1335,lamino_1335.npy
lamino_4090,lamino_4090.npy
lamino_7420,lamino_7420.npy
lamino_2328,lamino_2328.npy
lamino_6455,lamino_6455.npy
lamino_6309,lamino_6309.npy
lamino_5976,lamino_5976.npy
lamino_0290,lamino_0290.npy
lamino_4708,lamino_4708.npy
lamino_3465,lamino_3465.npy
lamino_5132,lamino_5132.npy
lamino_7782,lamino_7782.npy
lamino_1186,lamino_1186.npy
lamino_7822,lamino_7822.npy
lamino_6057,lamino_6057.npy
lamino_8533,lamino_8533.npy
lamino_6156,lamino_6156.npy
lamino_5886,lamino_5886.npy
lamino_7313,lamino_7313.npy
lamino_8477,lamino_8477.npy
lamino_7830,lamino_7830.npy
lamino_8837,lamino_8837.npy
lamino_1136,lamino_1136.npy
lamino_8230,lamino_8230.npy
lamino_5881,lamino_5881.npy
lamino_5503,lamino_5503.npy
lamino_8487,lamino_8487.npy
lamino_1153,lamino_1153.npy
lamino_1016,lamino_1016.npy
lamino_1858,lamino_1858.npy
lamino_7246,lamino_7246.npy
lamino_8853,lamino_8853.npy
lamino_4858,lamino_4858.npy
lamino_6119,lamino_6119.npy
lamino_5643,lamino_5643.npy
lamino_2692,lamino_2692.npy
lamino_2883,lamino_2883.npy
lamino_0086,lamino_0086.npy
lamino_8100,lamino_8100.npy
lamino_0202,lamino_0202.npy
lamino_5702,lamino_5702.npy
lamino_5017,lamino_5017.npy
lamino_4539,lamino_4539.npy
lamino_9963,lamino_9963.npy
lamino_2580,lamino_2580.npy
lamino_8617,lamino_8617.npy
lamino_1791,lamino_1791.npy
lamino_1539,lamino_1539.npy
lamino_8214,lamino_8214.npy
lamino_0005,lamino_0005.npy
lamino_8724,lamino_8724.npy
lamino_8817,lamino_8817.npy
lamino_5214,lamino_5214.npy
lamino_6817,lamino_6817.npy
lamino_0260,lamino_0260.npy
lamino_8026,lamino_8026.npy
lamino_4648,lamino_4648.npy
lamino_0023,lamino_0023.npy
lamino_0568,lamino_0568.npy
lamino_4617,lamino_4617.npy
lamino_8107,lamino_8107.npy
lamino_7859,lamino_7859.npy
lamino_3124,lamino_3124.npy
lamino_4039,lamino_4039.npy
lamino_2155,lamino_2155.npy
lamino_9949,lamino_9949.npy
lamino_2584,lamino_2584.npy
lamino_9968,lamino_9968.npy
lamino_7625,lamino_7625.npy
lamino_7096,lamino_7096.npy
lamino_3697,lamino_3697.npy
lamino_3093,lamino_3093.npy
lamino_6259,lamino_6259.npy
lamino_7159,lamino_7159.npy
lamino_3536,lamino_3536.npy
lamino_0239,lamino_0239.npy
lamino_2979,lamino_2979.npy
lamino_0379,lamino_0379.npy
lamino_7676,lamino_7676.npy
lamino_1383,lamino_1383.npy
lamino_0230,lamino_0230.npy
lamino_4579,lamino_4579.npy
lamino_7743,lamino_7743.npy
lamino_8102,lamino_8102.npy
lamino_6125,lamino_6125.npy
lamino_9159,lamino_9159.npy
lamino_9289,lamino_9289.npy
lamino_7660,lamino_7660.npy
lamino_5046,lamino_5046.npy
lamino_0531,lamino_0531.npy
lamino_1341,lamino_1341.npy
lamino_7556,lamino_7556.npy
lamino_0193,lamino_0193.npy
lamino_0628,lamino_0628.npy
lamino_2028,lamino_2028.npy
lamino_2999,lamino_2999.npy
lamino_8655,lamino_8655.npy
lamino_9330,lamino_9330.npy
lamino_2005,lamino_2005.npy
lamino_8299,lamino_8299.npy
lamino_5506,lamino_5506.npy
lamino_6495,lamino_6495.npy
lamino_6418,lamino_6418.npy
lamino_1500,lamino_1500.npy
lamino_4225,lamino_4225.npy
lamino_6085,lamino_6085.npy
lamino_0297,lamino_0297.npy
lamino_9875,lamino_9875.npy
lamino_2408,lamino_2408.npy
lamino_4339,lamino_4339.npy
lamino_7290,lamino_7290.npy
lamino_4756,lamino_4756.npy
lamino_9286,lamino_9286.npy
lamino_4893,lamino_4893.npy
lamino_8565,lamino_8565.npy
lamino_9851,lamino_9851.npy
lamino_2054,lamino_2054.npy
lamino_1640,lamino_1640.npy
lamino_9878,lamino_9878.npy
lamino_0447,lamino_0447.npy
lamino_7028,lamino_7028.npy
lamino_0536,lamino_0536.npy
lamino_1240,lamino_1240.npy
lamino_7114,lamino_7114.npy
lamino_2015,lamino_2015.npy
lamino_3086,lamino_3086.npy
lamino_2508,lamino_2508.npy
lamino_3873,lamino_3873.npy
lamino_8117,lamino_8117.npy
lamino_2356,lamino_2356.npy
lamino_8542,lamino_8542.npy
lamino_5426,lamino_5426.npy
lamino_1076,lamino_1076.npy
lamino_1554,lamino_1554.npy
lamino_5815,lamino_5815.npy
lamino_3029,lamino_3029.npy
lamino_7200,lamino_7200.npy
lamino_3355,lamino_3355.npy
lamino_3208,lamino_3208.npy
lamino_1217,lamino_1217.npy
lamino_6502,lamino_6502.npy
lamino_3927,lamino_3927.npy
lamino_7412,lamino_7412.npy
lamino_5003,lamino_5003.npy
lamino_7942,lamino_7942.npy
lamino_7202,lamino_7202.npy
lamino_6505,lamino_6505.npy
lamino_3435,lamino_3435.npy
lamino_3962,lamino_3962.npy
lamino_2828,lamino_2828.npy
lamino_4598,lamino_4598.npy
lamino_0897,lamino_0897.npy
lamino_1967,lamino_1967.npy
lamino_2425,lamino_2425.npy
lamino_7541,lamino_7541.npy
lamino_3577,lamino_3577.npy
lamino_9612,lamino_9612.npy
lamino_3706,lamino_3706.npy
lamino_9733,lamino_9733.npy
lamino_0783,lamino_0783.npy
lamino_9086,lamino_9086.npy
lamino_9907,lamino_9907.npy
lamino_6711,lamino_6711.npy
lamino_8242,lamino_8242.npy
lamino_0806,lamino_0806.npy
lamino_1023,lamino_1023.npy
lamino_3192,lamino_3192.npy
lamino_0750,lamino_0750.npy
lamino_6639,lamino_6639.npy
lamino_4124,lamino_4124.npy
lamino_8474,lamino_8474.npy
lamino_4920,lamino_4920.npy
lamino_0277,lamino_0277.npy
lamino_4009,lamino_4009.npy
lamino_8732,lamino_8732.npy
lamino_3838,lamino_3838.npy
lamino_7489,lamino_7489.npy
lamino_8900,lamino_8900.npy
lamino_2483,lamino_2483.npy
lamino_7978,lamino_7978.npy
lamino_3895,lamino_3895.npy
lamino_1201,lamino_1201.npy
lamino_1824,lamino_1824.npy
lamino_1561,lamino_1561.npy
lamino_0372,lamino_0372.npy
lamino_1919,lamino_1919.npy
lamino_3232,lamino_3232.npy
lamino_6131,lamino_6131.npy
